ID,Scenario,Time
3860,39,6533
3861,39,3700
3862,39,3694
3863,39,3686
3864,39,3666
3865,39,3634
3866,39,3726
3867,39,3827
3868,39,3654
3869,39,3744
3870,39,3643
3871,39,3649
3872,39,3673
3873,39,3675
3874,39,3770
3875,39,3700
3876,39,3683
3877,39,3690
3878,39,3916
3879,39,3825
3880,39,3867
3881,39,4621
3882,39,4672
3883,39,4846
3884,39,4624
3885,39,4931
3886,39,4821
3887,39,4728
3888,39,4674
3889,39,4611
3890,39,4630
3891,39,4621
3892,39,4588
3893,39,4546
3894,39,4753
3895,39,4541
3896,39,4542
3897,39,4479
3898,39,4531
3899,39,4587
3900,39,4603
3901,40,4797
3902,40,4837
3903,40,4791
3904,40,4717
3905,40,4766
3906,40,4709
3907,40,4716
3908,40,4821
3909,40,4726
3910,40,4738
3911,40,4484
3912,40,4497
3913,40,4794
3914,40,4434
3915,40,4429
3916,40,5110
3917,40,5157
3918,40,5034
3919,40,4746
3920,40,4790
3921,40,4743
3922,40,4863
3923,40,4664
3924,40,4666
3925,40,4648
3926,40,4702
3927,40,4775
3928,40,4649
3929,40,4757
3930,40,4656
3931,40,4631
3932,40,4533
3933,40,4673
3934,40,4598
3935,40,4588
3936,40,4590
3937,40,4669
3938,40,5171
3939,40,4595
3940,40,4712
3941,40,4585
3942,40,4534
3943,40,4552
3944,40,4579
3945,40,4588
3946,40,4553
3947,40,4534
3948,40,4585
3949,40,4541
3950,40,4530
3951,40,5589
3952,40,5334
3953,40,5354
3954,40,5377
3955,40,5317
3956,40,5405
3957,40,5287
3958,40,5522
3959,40,5386
3960,40,5371
3961,40,3685
3962,40,3635
3963,40,3634
3964,40,3746
3965,40,3702
3966,40,3813
3967,40,3645
3968,40,4272
3969,40,4188
3970,40,3742
3971,40,3689
3972,40,3700
3973,40,3764
3974,40,3681
3975,40,3718
3976,40,3673
3977,40,3659
3978,40,3779
3979,40,3707
3980,40,3687
3981,40,4812
3982,40,4626
3983,40,4619
3984,40,4665
3985,40,4624
3986,40,4653
3987,40,4597
3988,40,4576
3989,40,4787
3990,40,4641
3991,40,4586
3992,40,4538
3993,40,4776
3994,40,4589
3995,40,4503
3996,40,4616
3997,40,4714
3998,40,4740
3999,40,4772
4000,40,4553
4001,41,4836
4002,41,4823
4003,41,4746
4004,41,4759
4005,41,4716
4006,41,4732
4007,41,4772
4008,41,4703
4009,41,4706
4010,41,4740
4011,41,4794
4012,41,4689
4013,41,4746
4014,41,4837
4015,41,4701
4016,41,5269
4017,41,4758
4018,41,4758
4019,41,4744
4020,41,4830
4021,41,4649
4022,41,4667
4023,41,4652
4024,41,4621
4025,41,4685
4026,41,4782
4027,41,4777
4028,41,4711
4029,41,4836
4030,41,4917
4031,41,4678
4032,41,4636
4033,41,4829
4034,41,4595
4035,41,4603
4036,41,4557
4037,41,4649
4038,41,4656
4039,41,4557
4040,41,4665
4041,41,5223
4042,41,4772
4043,41,4652
4044,41,4583
4045,41,4978
4046,41,4838
4047,41,4663
4048,41,4648
4049,41,4574
4050,41,4565
4051,41,5383
4052,41,5289
4053,41,5355
4054,41,5330
4055,41,5516
4056,41,5357
4057,41,5362
4058,41,5314
4059,41,6259001
4060,41,5405
4061,41,3724
4062,41,3727
4063,41,3659
4064,41,3654
4065,41,3821
4066,41,3713
4067,41,3855
4068,41,3781
4069,41,3649
4070,41,3697
4071,41,3688
4072,41,3699
4073,41,3699
4074,41,3768
4075,41,3677
4076,41,3748
4077,41,3663
4078,41,3691
4079,41,3820
4080,41,3725
4081,41,4894
4082,41,5114
4083,41,5137
4084,41,5167
4085,41,5054
4086,41,6100
4087,41,4798
4088,41,5230
4089,41,4625
4090,41,4783
4091,41,4703
4092,41,4505
4093,41,4579
4094,41,4613
4095,41,4593
4096,41,4515
4097,41,4498
4098,41,4591
4099,41,4554
4100,41,4696
4101,42,4765
4102,42,4869
4103,42,4905
4104,42,4778
4105,42,4769
4106,42,4717
4107,42,4779
4108,42,4721
4109,42,4748
4110,42,4741
4111,42,4777
4112,42,4784
4113,42,4896
4114,42,5062
4115,42,4919
4116,42,4805
4117,42,4731
4118,42,5108
4119,42,5185
4120,42,4814
4121,42,4814
4122,42,4616
4123,42,4540
4124,42,4867
4125,42,4652
4126,42,4632
4127,42,4762
4128,42,4645
4129,42,4671
4130,42,4698
4131,42,4631
4132,42,4679
4133,42,4583
4134,42,4669
4135,42,4526
4136,42,4562
4137,42,4639
4138,42,4532
4139,42,4504
4140,42,4607
4141,42,4554
4142,42,5103
4143,42,4551
4144,42,4557
4145,42,4533
4146,42,4539
4147,42,4600
4148,42,4549
4149,42,4566
4150,42,4546
4151,42,5509
4152,42,6518
4153,42,5574
4154,42,5566
4155,42,5496
4156,42,5387
4157,42,5328
4158,42,5451
4159,42,5277
4160,42,5352
4161,42,3685
4162,42,3653
4163,42,3700
4164,42,3672
4165,42,3873
4166,42,3625
4167,42,3736
4168,42,3715
4169,42,3658
4170,42,3654
4171,42,3771
4172,42,3714
4173,42,3708
4174,42,3683
4175,42,3788
4176,42,3671
4177,42,3708
4178,42,3716
4179,42,3684
4180,42,3786
4181,42,4955
4182,42,4757
4183,42,4642
4184,42,4611
4185,42,4689
4186,42,5374
4187,42,4854
4188,42,4805
4189,42,4851
4190,42,5178
4191,42,4548
4192,42,4586
4193,42,4566
4194,42,4555
4195,42,4514
4196,42,4624
4197,42,4802
4198,42,5053
4199,42,4791
4200,42,4715
4201,43,4752
4202,43,4685
4203,43,4720
4204,43,4739
4205,43,4733
4206,43,4694
4207,43,4729
4208,43,4734
4209,43,4751
4210,43,4746
4211,43,5322
4212,43,4771
4213,43,4747
4214,43,4859
4215,43,4742
4216,43,4733
4217,43,4784
4218,43,5122
4219,43,4738
4220,43,4740
4221,43,4682
4222,43,4843
4223,43,4621
4224,43,4673
4225,43,4672
4226,43,4685
4227,43,4652
4228,43,4702
4229,43,5282
4230,43,4764
4231,43,4507
4232,43,4531
4233,43,4603
4234,43,4536
4235,43,4609
4236,43,4792
4237,43,4703
4238,43,4492
4239,43,4601
4240,43,4424
4241,43,4529
4242,43,4520
4243,43,4529
4244,43,4521
4245,43,4572
4246,43,4553
4247,43,4617
4248,43,4753
4249,43,4739
4250,43,4537
4251,43,5327
4252,43,5279
4253,43,5545
4254,43,5567
4255,43,5559
4256,43,5303
4257,43,5309
4258,43,5356
4259,43,5336
4260,43,5336
4261,43,3671
4262,43,3649
4263,43,3644
4264,43,3879
4265,43,3700
4266,43,3715
4267,43,3722
4268,43,3689
4269,43,3641
4270,43,3666
4271,43,4060
4272,43,3808
4273,43,3696
4274,43,3666
4275,43,3742
4276,43,4501
4277,43,3982
4278,43,3781
4279,43,3852
4280,43,3709
4281,43,5150
4282,43,5215
4283,43,4765
4284,43,5038
4285,43,4661
4286,43,4710
4287,43,4755
4288,43,5175
4289,43,4861
4290,43,4665
4291,43,4574
4292,43,4515
4293,43,4660
4294,43,4800
4295,43,4641
4296,43,4572
4297,43,4536
4298,43,4673
4299,43,4559
4300,43,4557
4301,44,4775
4302,44,4719
4303,44,4782
4304,44,4672
4305,44,4750
4306,44,4719
4307,44,4866
4308,44,4930
4309,44,4911
4310,44,4753
4311,44,4820
4312,44,4739
4313,44,4773
4314,44,4756
4315,44,4751
4316,44,4750
4317,44,4748
4318,44,4979
4319,44,5029
4320,44,4795
4321,44,4979
4322,44,4668
4323,44,4674
4324,44,4726
4325,44,4711
4326,44,4663
4327,44,4712
4328,44,4658
4329,44,4887
4330,44,4679
4331,44,4543
4332,44,4583
4333,44,4514
4334,44,4539
4335,44,4592
4336,44,4566
4337,44,4559
4338,44,4745
4339,44,4655
4340,44,4540
4341,44,4512
4342,44,4582
4343,44,4534
4344,44,4586
4345,44,4545
4346,44,4541
4347,44,4503
4348,44,4531
4349,44,4732
4350,44,4529
4351,44,5476
4352,44,5341
4353,44,5355
4354,44,5468
4355,44,5618
4356,44,5524
4357,44,5299
4358,44,5350
4359,44,5599
4360,44,5744
4361,44,3620
4362,44,3687
4363,44,3817
4364,44,3654
4365,44,3653
4366,44,3651
4367,44,3682
4368,44,3666
4369,44,3788
4370,44,3829
4371,44,3716
4372,44,3696
4373,44,3685
4374,44,3865
4375,44,3687
4376,44,3772
4377,44,3715
4378,44,3706
4379,44,3732
4380,44,3721
4381,44,4780
4382,44,4934
4383,44,4863
4384,44,4980
4385,44,5321
4386,44,5192
4387,44,4943
4388,44,4956
4389,44,4782
4390,44,5056
4391,44,4517
4392,44,4505
4393,44,4576
4394,44,4599
4395,44,4435
4396,44,4456
4397,44,4495
4398,44,4556
4399,44,4565
4400,44,4551
4401,45,4755
4402,45,4758
4403,45,4696
4404,45,4754
4405,45,4731
4406,45,4752
4407,45,4735
4408,45,5616
4409,45,4755
4410,45,4701
4411,45,4791
4412,45,4791
4413,45,4723
4414,45,4832
4415,45,4801
4416,45,4737
4417,45,4810
4418,45,4775
4419,45,4742
4420,45,4793
4421,45,4700
4422,45,4688
4423,45,4695
4424,45,4669
4425,45,4710
4426,45,4704
4427,45,4820
4428,45,4635
4429,45,4693
4430,45,4588
4431,45,4548
4432,45,4603
4433,45,4507
4434,45,4620
4435,45,5274
4436,45,4723
4437,45,4777
4438,45,4610
4439,45,4500
4440,45,4585
4441,45,4558
4442,45,4519
4443,45,4566
4444,45,4584
4445,45,4517
4446,45,4538
4447,45,4551
4448,45,4533
4449,45,4555
4450,45,4601
4451,45,5452
4452,45,5509
4453,45,5355
4454,45,5310
4455,45,5389
4456,45,5342
4457,45,5399
4458,45,5284
4459,45,5354
4460,45,5391
4461,45,3836
4462,45,3706
4463,45,3853
4464,45,3669
4465,45,3651
4466,45,3612
4467,45,3668
4468,45,3651
4469,45,3634
4470,45,3638
4471,45,3834
4472,45,3716
4473,45,3645
4474,45,3759
4475,45,3655
4476,45,3747
4477,45,3706
4478,45,3855
4479,45,3651
4480,45,3665
4481,45,4630
4482,45,4710
4483,45,4653
4484,45,4626
4485,45,4717
4486,45,4612
4487,45,4634
4488,45,4780
4489,45,4659
4490,45,4613
4491,45,4510
4492,45,4571
4493,45,4514
4494,45,4501
4495,45,4593
4496,45,4717
4497,45,4511
4498,45,4586
4499,45,4687
4500,45,4778
4501,46,4738
4502,46,4671
4503,46,5136
4504,46,4740
4505,46,4908
4506,46,4801
4507,46,4768
4508,46,4760
4509,46,4903
4510,46,4783
4511,46,4761
4512,46,4736
4513,46,4990
4514,46,4836
4515,46,4801
4516,46,4752
4517,46,4730
4518,46,4812
4519,46,4819
4520,46,4846
4521,46,4546
4522,46,4708
4523,46,4627
4524,46,4649
4525,46,4682
4526,46,4766
4527,46,4587
4528,46,4631
4529,46,4612
4530,46,4576
4531,46,4536
4532,46,4652
4533,46,4706
4534,46,4539
4535,46,4596
4536,46,4564
4537,46,4493
4538,46,16050
4539,46,4508
4540,46,4524
4541,46,4463
4542,46,4566
4543,46,4373
4544,46,4888
4545,46,4762
4546,46,4559
4547,46,5092
4548,46,4670
4549,46,4596
4550,46,4668
4551,46,5415
4552,46,5461
4553,46,5241
4554,46,5312
4555,46,5413
4556,46,5299
4557,46,5270
4558,46,5210
4559,46,5284
4560,46,5833
4561,46,3693
4562,46,3804
4563,46,3609
4564,46,3639
4565,46,3685
4566,46,3631
4567,46,3657
4568,46,3669
4569,46,3654
4570,46,3655
4571,46,3791
4572,46,3975
4573,46,3923
4574,46,3812
4575,46,3713
4576,46,3833
4577,46,3732
4578,46,3727
4579,46,3736
4580,46,3778
4581,46,4590
4582,46,5058
4583,46,4587
4584,46,4601
4585,46,4670
4586,46,4758
4587,46,4581
4588,46,4691
4589,46,4603
4590,46,4926
4591,46,4734
4592,46,4606
4593,46,4536
4594,46,4464
4595,46,4610
4596,46,4552
4597,46,4510
4598,46,4412
4599,46,4520
4600,46,4554
4601,47,4747
4602,47,4814
4603,47,5192
4604,47,4892
4605,47,4762
4606,47,4781
4607,47,4746
4608,47,4822
4609,47,4597
4610,47,4679
4611,47,4957
4612,47,4768
4613,47,4916
4614,47,4816
4615,47,4805
4616,47,4770
4617,47,4802
4618,47,4828
4619,47,4785
4620,47,4827
4621,47,5029
4622,47,4675
4623,47,4653
4624,47,4752
4625,47,4685
4626,47,4725
4627,47,4640
4628,47,4711
4629,47,4689
4630,47,4674
4631,47,4529
4632,47,4578
4633,47,5587
4634,47,4597
4635,47,4461
4636,47,4495
4637,47,4553
4638,47,4493
4639,47,5060
4640,47,4563
4641,47,4516
4642,47,4510
4643,47,4605
4644,47,4576
4645,47,4617
4646,47,4606
4647,47,4529
4648,47,4625
4649,47,4564
4650,47,4537
4651,47,5314
4652,47,5376
4653,47,5267
4654,47,5340
4655,47,5296
4656,47,5358
4657,47,5253
4658,47,5305
4659,47,5307
4660,47,5302
4661,47,3829
4662,47,3685
4663,47,3709
4664,47,3683
4665,47,3638
4666,47,3622
4667,47,3738
4668,47,3646
4669,47,3944
4670,47,3873
4671,47,3708
4672,47,3785
4673,47,3931
4674,47,3700
4675,47,3726
4676,47,3849
4677,47,3740
4678,47,3755
4679,47,3710
4680,47,3709
4681,47,4748
4682,47,4629
4683,47,4749
4684,47,4725
4685,47,4701
4686,47,4611
4687,47,4636
4688,47,4764
4689,47,5296
4690,47,4823
4691,47,4544
4692,47,4545
4693,47,4583
4694,47,4752
4695,47,4537
4696,47,4568
4697,47,4542
4698,47,4517
4699,47,4524
4700,47,4512
4701,48,4795
4702,48,4769
4703,48,5229
4704,48,4816
4705,48,4728
4706,48,4743
4707,48,4750
4708,48,4725
4709,48,4690
4710,48,4644
4711,48,4805
4712,48,4746
4713,48,4700
4714,48,4708
4715,48,4790
4716,48,4787
4717,48,4744
4718,48,4782
4719,48,4786
4720,48,4791
4721,48,4686
4722,48,4851
4723,48,4659
4724,48,4571
4725,48,4587
4726,48,4651
4727,48,4644
4728,48,4644
4729,48,4675
4730,48,4583
4731,48,4502
4732,48,4564
4733,48,4572
4734,48,4480
4735,48,4554
4736,48,4609
4737,48,4479
4738,48,4526
4739,48,4528
4740,48,4614
4741,48,5401
4742,48,4635
4743,48,4635
4744,48,4595
4745,48,4551
4746,48,4569
4747,48,4546
4748,48,4659
4749,48,4578
4750,48,4628
4751,48,5288
4752,48,5530
4753,48,5578
4754,48,5563
4755,48,5298
4756,48,5196
4757,48,5364
4758,48,5351
4759,48,5269
4760,48,5246
4761,48,3888
4762,48,3849
4763,48,3851
4764,48,3734
4765,48,3690
4766,48,3620
4767,48,3658
4768,48,3681
4769,48,4327
4770,48,4094
4771,48,3723
4772,48,3881
4773,48,3692
4774,48,3716
4775,48,3730
4776,48,3699
4777,48,3746
4778,48,3662
4779,48,3655
4780,48,3874
4781,48,4755
4782,48,4718
4783,48,4618
4784,48,4620
4785,48,4653
4786,48,4740
4787,48,4584
4788,48,4642
4789,48,4653
4790,48,4664
4791,48,4488
4792,48,4547
4793,48,4728
4794,48,4489
4795,48,4618
4796,48,4629
4797,48,4530
4798,48,4611
4799,48,4567
4800,48,4537
4801,49,4723
4802,49,4858
4803,49,4830
4804,49,4715
4805,49,4757
4806,49,4686
4807,49,4902
4808,49,4861
4809,49,4823
4810,49,4697
4811,49,5408
4812,49,4957
4813,49,4881
4814,49,4789
4815,49,4829
4816,49,4735
4817,49,4775
4818,49,5150
4819,49,5337
4820,49,4880
4821,49,4769
4822,49,4775
4823,49,4664
4824,49,4567
4825,49,4672
4826,49,4853
4827,49,4878
4828,49,4640
4829,49,4782
4830,49,4665
4831,49,4655
4832,49,4525
4833,49,4441
4834,49,4504
4835,49,4411
4836,49,4455
4837,49,4532
4838,49,4416
4839,49,4540
4840,49,4477
4841,49,4578
4842,49,4558
4843,49,4500
4844,49,4590
4845,49,4556
4846,49,4620
4847,49,4486
4848,49,4539
4849,49,4636
4850,49,4616
4851,49,5279
4852,49,5347
4853,49,5267
4854,49,5196
4855,49,5293
4856,49,5170
4857,49,5218
4858,49,5283
4859,49,5414
4860,49,5267
4861,49,3789
4862,49,3833
4863,49,3681
4864,49,3697
4865,49,3640
4866,49,3623
4867,49,3618
4868,49,3670
4869,49,3762
4870,49,3815
4871,49,3653
4872,49,3782
4873,49,3687
4874,49,3861
4875,49,3953
4876,49,3821
4877,49,3744
4878,49,3746
4879,49,4218
4880,49,3662
4881,49,4700
4882,49,4586
4883,49,4609
4884,49,4825
4885,49,4720
4886,49,4782
4887,49,4723
4888,49,4575
4889,49,4625
4890,49,4636
4891,49,4484
4892,49,4693
4893,49,5261
4894,49,4669
4895,49,4682
4896,49,4567
4897,49,4550
4898,49,4496
4899,49,4531
4900,49,4542
4901,50,4817
4902,50,4785
4903,50,4805
4904,50,4746
4905,50,4704
4906,50,4763
4907,50,4806
4908,50,4772
4909,50,4688
4910,50,4738
4911,50,4929
4912,50,4786
4913,50,4703
4914,50,4692
4915,50,4809
4916,50,4759
4917,50,4837
4918,50,4892
4919,50,4756
4920,50,4755
4921,50,4654
4922,50,4731
4923,50,5507
4924,50,4803
4925,50,4631
4926,50,4758
4927,50,4886
4928,50,28072
4929,50,4723
4930,50,4679
4931,50,4493
4932,50,4469
4933,50,4763
4934,50,4815
4935,50,4584
4936,50,4463
4937,50,4564
4938,50,4454
4939,50,4464
4940,50,4485
4941,50,4531
4942,50,4531
4943,50,4590
4944,50,4533
4945,50,4485
4946,50,4517
4947,50,4483
4948,50,4614
4949,50,4489
4950,50,4575
4951,50,5205
4952,50,5524
4953,50,5349
4954,50,5531
4955,50,5565
4956,50,6316
4957,50,6190
4958,50,5576
4959,50,5438
4960,50,5574
4961,50,3724
4962,50,3663
4963,50,3684
4964,50,3656
4965,50,3659
4966,50,3687
4967,50,3639
4968,50,3671
4969,50,3651
4970,50,3888
4971,50,3679
4972,50,3750
4973,50,3737
4974,50,3713
4975,50,3727
4976,50,3730
4977,50,3728
4978,50,3941
4979,50,3725
4980,50,3772
4981,50,4756
4982,50,4621
4983,50,4612
4984,50,4588
4985,50,4561
4986,50,4632
4987,50,4669
4988,50,4604
4989,50,4912
4990,50,4587
4991,50,4719
4992,50,4526
4993,50,4534
4994,50,4509
4995,50,4620
4996,50,4580
4997,50,4579
4998,50,4584
4999,50,4598
5000,50,4729
5001,51,4713
5002,51,5463
5003,51,4806
5004,51,4728
5005,51,4723
5006,51,4754
5007,51,4767
5008,51,4700
5009,51,4788
5010,51,4963
5011,51,4740
5012,51,4816
5013,51,4683
5014,51,4757
5015,51,4784
5016,51,4914
5017,51,4740
5018,51,4835
5019,51,4801
5020,51,4721
5021,51,5410
5022,51,4720
5023,51,4676
5024,51,4899
5025,51,4705
5026,51,5072
5027,51,4922
5028,51,4723
5029,51,4639
5030,51,4672
5031,51,4526
5032,51,4616
5033,51,4720
5034,51,4527
5035,51,4395
5036,51,4512
5037,51,4814
5038,51,5135
5039,51,4618
5040,51,4618
5041,51,4583
5042,51,4587
5043,51,4594
5044,51,4534
5045,51,4687
5046,51,4788
5047,51,4710
5048,51,4609
5049,51,5209
5050,51,4542
5051,51,5401
5052,51,5257
5053,51,220780
5054,51,5874
5055,51,5612
5056,51,5426
5057,51,5502
5058,51,5475
5059,51,5357
5060,51,5695
5061,51,3632
5062,51,3668
5063,51,3725
5064,51,3812
5065,51,3837
5066,51,3694
5067,51,3629
5068,51,3634
5069,51,3805
5070,51,3617
5071,51,3672
5072,51,3696
5073,51,3757
5074,51,3722
5075,51,3698
5076,51,4318
5077,51,3839
5078,51,3937
5079,51,3825
5080,51,3733
5081,51,4621
5082,51,4649
5083,51,4676
5084,51,4547
5085,51,4707
5086,51,4656
5087,51,4851
5088,51,4638
5089,51,4654
5090,51,4646
5091,51,4528
5092,51,4665
5093,51,4730
5094,51,4603
5095,51,4540
5096,51,4549
5097,51,4552
5098,51,4590
5099,51,4747
5100,51,4546
5101,52,5543
5102,52,4812
5103,52,4975
5104,52,4972
5105,52,4693
5106,52,4843
5107,52,4774
5108,52,4896
5109,52,4698
5110,52,4857
5111,52,4848
5112,52,4811
5113,52,5037
5114,52,4913
5115,52,5064
5116,52,4957
5117,52,4725
5118,52,4701
5119,52,6047
5120,52,4957
5121,52,4619
5122,52,4676
5123,52,4673
5124,52,4773
5125,52,4624
5126,52,4607
5127,52,4632
5128,52,4676
5129,52,4661
5130,52,4612
5131,52,4958
5132,52,4453
5133,52,4449
5134,52,4446
5135,52,4989
5136,52,4465
5137,52,4455
5138,52,4543
5139,52,4525
5140,52,4422
5141,52,4514
5142,52,4637
5143,52,4593
5144,52,4554
5145,52,4703
5146,52,4565
5147,52,4537
5148,52,4563
5149,52,4566
5150,52,4580
5151,52,5866
5152,52,5473
5153,52,5268
5154,52,5536
5155,52,5310
5156,52,5338
5157,52,5386
5158,52,5298
5159,52,5227
5160,52,5310
5161,52,3694
5162,52,3645
5163,52,3659
5164,52,3621
5165,52,3687
5166,52,3667
5167,52,3712
5168,52,3624
5169,52,3811
5170,52,3553
5171,52,3737
5172,52,3651
5173,52,3632
5174,52,3710
5175,52,3718
5176,52,3848
5177,52,3765
5178,52,3808
5179,52,3728
5180,52,3633
5181,52,4766
5182,52,4823
5183,52,4632
5184,52,4650
5185,52,4741
5186,52,4762
5187,52,4641
5188,52,4546
5189,52,4594
5190,52,4748
5191,52,4520
5192,52,4530
5193,52,4534
5194,52,4532
5195,52,4616
5196,52,4570
5197,52,4523
5198,52,4699
5199,52,4500
5200,52,4551
5201,53,4771
5202,53,4707
5203,53,4808
5204,53,4781
5205,53,5391
5206,53,4716
5207,53,4741
5208,53,4726
5209,53,4711
5210,53,4721
5211,53,4713
5212,53,4738
5213,53,4994
5214,53,4808
5215,53,4958
5216,53,4693
5217,53,4850
5218,53,4742
5219,53,4678
5220,53,4783
5221,53,4707
5222,53,5062
5223,53,4673
5224,53,4619
5225,53,4704
5226,53,4623
5227,53,4632
5228,53,4720
5229,53,4666
5230,53,4622
5231,53,4532
5232,53,4430
5233,53,7901
5234,53,8569
5235,53,4473
5236,53,4661
5237,53,4793
5238,53,4988
5239,53,4573
5240,53,4530
5241,53,4567
5242,53,4568
5243,53,4573
5244,53,4564
5245,53,4668
5246,53,4559
5247,53,4506
5248,53,4539
5249,53,4506
5250,53,4572
5251,53,33799
5252,53,5573
5253,53,5277
5254,53,90214
5255,53,5576
5256,53,5656
5257,53,5531
5258,53,5678
5259,53,5530
5260,53,5761
5261,53,3608
5262,53,3658
5263,53,3652
5264,53,3604
5265,53,3588
5266,53,3651
5267,53,3634
5268,53,3792
5269,53,3632
5270,53,3674
5271,53,3730
5272,53,3728
5273,53,3934
5274,53,3830
5275,53,3781
5276,53,3728
5277,53,3756
5278,53,3861
5279,53,3688
5280,53,3677
5281,53,4608
5282,53,4708
5283,53,4688
5284,53,4855
5285,53,4638
5286,53,4735
5287,53,4635
5288,53,4617
5289,53,4668
5290,53,4665
5291,53,4633
5292,53,4615
5293,53,4552
5294,53,4559
5295,53,4535
5296,53,4586
5297,53,4796
5298,53,4783
5299,53,4810
5300,53,4678
5301,54,4739
5302,54,4724
5303,54,4735
5304,54,4704
5305,54,4749
5306,54,4700
5307,54,4784
5308,54,4950
5309,54,4803
5310,54,4621
5311,54,4750
5312,54,4779
5313,54,4717
5314,54,4828
5315,54,4860
5316,54,4728
5317,54,4874
5318,54,4897
5319,54,4664
5320,54,4753
5321,54,4905
5322,54,4726
5323,54,4712
5324,54,4700
5325,54,4582
5326,54,4641
5327,54,4591
5328,54,4571
5329,54,4854
5330,54,4652
5331,54,4501
5332,54,4557
5333,54,4480
5334,54,4504
5335,54,4557
5336,54,4485
5337,54,4580
5338,54,4544
5339,54,4530
5340,54,4500
5341,54,4522
5342,54,4650
5343,54,4673
5344,54,4613
5345,54,4525
5346,54,5037
5347,54,4749
5348,54,4591
5349,54,5230
5350,54,4500
5351,54,5584
5352,54,5531
5353,54,5308
5354,54,5277
5355,54,5400
5356,54,14078
5357,54,5549
5358,54,5496
5359,54,5315
5360,54,5296
5361,54,3647
5362,54,3659
5363,54,3630
5364,54,3658
5365,54,3640
5366,54,3693
5367,54,3693
5368,54,3883
5369,54,3621
5370,54,3656
5371,54,3683
5372,54,3687
5373,54,3666
5374,54,3678
5375,54,3616
5376,54,3695
5377,54,3717
5378,54,3886
5379,54,3684
5380,54,3674
5381,54,5313
5382,54,4702
5383,54,5447
5384,54,4790
5385,54,4936
5386,54,4844
5387,54,4996
5388,54,4889
5389,54,4873
5390,54,4732
5391,54,4557
5392,54,4626
5393,54,4709
5394,54,4574
5395,54,4719
5396,54,4519
5397,54,4574
5398,54,4559
5399,54,4553
5400,54,4556
5401,55,4576
5402,55,4613
5403,55,4603
5404,55,4572
5405,55,4639
5406,55,4586
5407,55,4720
5408,55,4619
5409,55,4591
5410,55,4591
5411,55,10484
5412,55,7116
5413,55,7198
5414,55,5235
5415,55,4601
5416,55,5284
5417,55,7831
5418,55,6451
5419,55,6165
5420,55,4305
5421,55,4514
5422,55,8649
5423,55,5094
5424,55,6011
5425,55,7422
5426,55,4680
5427,55,4679
5428,55,5288
5429,55,5746
5430,55,8133
5431,55,5499
5432,55,4739
5433,55,4845
5434,55,4826
5435,55,5226
5436,55,5415
5437,55,4853
5438,55,4646
5439,55,4412
5440,55,4308
5441,55,4882
5442,55,4719
5443,55,4564
5444,55,4636
5445,55,4385
5446,55,4407
5447,55,4490
5448,55,4766
5449,55,4589
5450,55,4541
5451,55,5205
5452,55,5335
5453,55,5477
5454,55,5463
5455,55,5608
5456,55,5446
5457,55,5619
5458,55,5459
5459,55,5449
5460,55,5216
5461,55,3846
5462,55,3843
5463,55,3852
5464,55,3893
5465,55,4029
5466,55,3688
5467,55,4081
5468,55,4015
5469,55,3962
5470,55,3658
5471,55,4089
5472,55,3946
5473,55,3944
5474,55,3778
5475,55,3823
5476,55,3994
5477,55,3973
5478,55,3876
5479,55,3946
5480,55,3867
5481,55,4713
5482,55,4556
5483,55,4510
5484,55,4441
5485,55,4468
5486,55,4443
5487,55,4405
5488,55,4510
5489,55,4518
5490,55,4453
5491,55,4466
5492,55,4534
5493,55,4514
5494,55,4750
5495,55,4600
5496,55,4766
5497,55,4600
5498,55,4467
5499,55,4471
5500,55,4506
5501,56,4633
5502,56,4720
5503,56,4659
5504,56,4656
5505,56,4894
5506,56,5086
5507,56,4988
5508,56,4646
5509,56,4848
5510,56,4858
5511,56,4382
5512,56,4404
5513,56,4384
5514,56,4476
5515,56,4327
5516,56,4538
5517,56,4741
5518,56,6722
5519,56,8144
5520,56,6438
5521,56,8028
5522,56,5999
5523,56,5670
5524,56,9321
5525,56,5128
5526,56,4738
5527,56,4713
5528,56,4675
5529,56,4726
5530,56,4702
5531,56,4681
5532,56,4552
5533,56,4726
5534,56,5391
5535,56,4795
5536,56,4607
5537,56,4709
5538,56,4686
5539,56,5378
5540,56,4689
5541,56,4671
5542,56,5451
5543,56,4772
5544,56,4777
5545,56,4581
5546,56,4952
5547,56,5010
5548,56,5287
5549,56,5211
5550,56,4817
5551,56,5408
5552,56,5680
5553,56,5834
5554,56,5788
5555,56,5616
5556,56,5814
5557,56,6035
5558,56,5761
5559,56,5971
5560,56,5425
5561,56,3936
5562,56,3963
5563,56,3978
5564,56,4150
5565,56,4045
5566,56,4129
5567,56,4313
5568,56,4212
5569,56,4018
5570,56,3936
5571,56,4220
5572,56,4023
5573,56,4204
5574,56,3793
5575,56,4131
5576,56,3916
5577,56,4079
5578,56,3970
5579,56,4005
5580,56,3921
5581,56,4583
5582,56,4631
5583,56,4600
5584,56,4558
5585,56,4780
5586,56,4582
5587,56,4562
5588,56,4590
5589,56,4552
5590,56,4634
5591,56,4546
5592,56,4465
5593,56,4730
5594,56,4596
5595,56,4567
5596,56,4535
5597,56,4558
5598,56,4542
5599,56,4578
5600,56,4573
5601,57,4766
5602,57,4737
5603,57,4671
5604,57,4909
5605,57,4676
5606,57,4717
5607,57,4744
