Scenario,Average,CI-L,CI-H
55,29.6295162684,27.904217916,31.3548146209
56,59.8580462021,57.8376486188,61.8784437855
57,97.5037334165,96.9345395577,98.0729272753
58,27.596429629,26.0735574257,29.1193018323
59,58.3201945699,56.4443470983,60.1960420415
60,98.4314057575,97.9295206819,98.9332908331
61,25.9838765707,24.6192565507,27.3484965907
62,56.4661402815,54.5079385928,58.4243419701
63,99.7542858073,99.5405690205,99.9680025941
64,6.95000490123,6.2185513872,7.68145841526
65,24.771498416,23.5109343347,26.0320624973
66,95.0372735187,94.0957515069,95.9787955305
67,5.96554165067,5.27864977846,6.65243352288
68,23.41007513,21.9742958578,24.8458544022
69,94.7024542759,93.6160931729,95.788815379
70,5.21708661051,4.6246277279,5.80954549313
71,22.0129359658,20.574971242,23.4509006897
72,94.6002321975,93.5398627683,95.6606016267
73,0.750840251254,0.619492850663,0.882187651844
74,4.89933108235,4.35641482386,5.44224734084
75,68.4859984181,66.8612508755,70.1107459607
76,0.668100839933,0.556640091532,0.779561588334
77,4.46432427974,3.93818174888,4.9904668106
78,65.9980149716,64.176419241,67.8196107022
79,0.6029677329,0.503771449652,0.702164016148
80,3.83156622303,3.35293204978,4.31020039628
81,62.0654207787,60.2786198062,63.8522217513
82,85.021911639,83.4715046865,86.5723185916
83,85.3942335156,84.0323399838,86.7561270475
84,85.247910387,83.681542554,86.8142782199
85,93.1517234014,92.0616431274,94.2418036753
86,93.6657401765,92.5794531215,94.7520272315
87,92.7395996875,91.688789691,93.790409684
88,100.0,100.0,100.0
89,100.0,100.0,100.0
90,100.0,100.0,100.0
91,72.3465749645,70.672664462,74.0204854671
92,83.8083390125,82.163839033,85.452838992
93,88.398985901,87.2449733443,89.5529984578
94,72.170958682,70.2121417928,74.1297755713
95,86.9752555833,85.5122259781,88.4382851884
96,94.6509974273,93.6282245454,95.6737703092
97,68.7344025637,67.1660904774,70.30271465
98,87.4753748152,86.1216323067,88.8291173236
99,100.0,100.0,100.0
100,34.2849269009,32.7642109808,35.805642821
101,63.7190180405,61.864651185,65.573384896
102,92.1745251095,91.1875272893,93.1615229298
103,30.7394041295,29.168541194,32.3102670651
104,59.8475817124,58.0850313314,61.6101320934
105,96.965371498,96.2852147723,97.6455282237
106,26.3834850085,24.9702587109,27.7967113061
107,55.5447017698,53.5567333894,57.5326701502
108,99.8029013739,99.6204535344,99.9853492135
109,9.15038243177,8.25037000554,10.050394858
110,31.8375043645,30.0995113595,33.5754973695
111,91.7208661624,90.6603537406,92.7813785841
112,7.06859197826,6.2992309654,7.83795299112
113,26.3486098002,24.9651178234,27.7321017771
114,94.0027809339,93.052421587,94.9531402808
115,4.96627476031,4.43525660924,5.49729291137
116,21.2896758288,19.9693547795,22.6099968782
117,93.5092101937,92.4607420955,94.557678292
118,0.953041715851,0.794169033466,1.11191439824
119,7.17621670094,6.41684626702,7.93558713487
120,74.6104122948,73.0039291517,76.2168954378
121,0.864142046194,0.717785734471,1.01049835792
122,5.28930797203,4.63955196993,5.93906397413
123,68.653629876,66.8382085457,70.4690512064
124,0.6029677329,0.503771449652,0.702164016148
125,4.09444539846,3.64061543796,4.54827535896
126,59.7411380069,58.1220049798,61.360271034
127,69.5575838571,67.3278456052,71.7873221091
128,69.7751025254,67.6424972689,71.907707782
129,69.8384823687,67.6617122333,72.015252504
130,85.9969656907,84.4351772597,87.5587541216
131,85.8660566495,84.3113458474,87.4207674516
132,86.3265633015,84.6475117199,88.0056148831
133,100.0,100.0,100.0
134,100.0,100.0,100.0
135,100.0,100.0,100.0
136,68.4359228965,66.3539078237,70.5179379693
137,75.0504930176,73.3758617761,76.7251242592
138,73.8694666244,72.1805785994,75.5583546494
139,71.0434802027,69.1336732959,72.9532871094
140,83.0425424142,81.3493258153,84.735759013
141,89.2366673764,87.9163622379,90.5569725149
142,68.2948939297,66.6544582666,69.9353295928
143,86.8773851524,85.4935451162,88.2612251885
144,99.9368615288,99.8136368675,100.06008619
145,41.7703887468,39.7740984612,43.7666790324
146,65.2482042634,63.0103441216,67.4860644052
147,78.8798911344,77.4521166563,80.3076656124
148,34.7992765979,33.1045470033,36.4940061925
149,61.5673661245,59.7531932272,63.3815390218
150,92.3421215546,91.2755123373,93.4087307719
151,26.0172347938,24.5756809431,27.4587886445
152,53.7219524803,51.8201231779,55.6237817826
153,99.3513416088,98.9776369475,99.7250462702
154,13.9634037541,12.6833515358,15.2434559724
155,37.5468033388,35.8198821866,39.273724491
156,82.2276230303,80.7493704532,83.7058756075
157,8.91044650341,7.9810377348,9.83985527202
158,30.2831927123,28.7809958711,31.7853895534
159,91.3182655907,90.2149817246,92.4215494567
160,5.13468719507,4.46719677342,5.80217761672
161,20.7084813199,19.3696433068,22.047319333
162,92.0774837264,90.8112031526,93.3437643001
163,1.7442039723,1.43776193848,2.05064600612
164,11.442185515,10.4228646882,12.4615063417
165,75.3584248232,73.7815086008,76.9353410457
166,1.00392338174,0.789704736133,1.21814202735
167,6.88687919765,6.19177645749,7.58198193781
168,72.1558194949,70.6499725538,73.6616664361
169,0.6029677329,0.503771449652,0.702164016148
170,3.59742566962,3.1490008529,4.04585048634
171,57.4733645658,55.9361999645,59.010529167
172,44.9780101551,42.0480106174,47.9080096928
173,44.7601202468,41.7795195565,47.7407209372
174,44.5422303386,41.5129123054,47.5715483718
175,71.5951373301,69.6539573438,73.5363173165
176,72.4642542024,70.5641529214,74.3643554834
177,71.7206543832,69.8767663346,73.5645424318
178,100.0,100.0,100.0
179,100.0,100.0,100.0
180,100.0,100.0,100.0
181,53.6869800964,51.435646244,55.9383139488
182,53.4983181453,51.2900593467,55.7065769439
183,48.2543633632,45.4613437945,51.0473829319
184,67.3072544995,65.1747751672,69.4397338318
185,73.381386931,71.6570442075,75.1057296546
186,76.1861922282,74.4297726547,77.9426118016
187,66.191436608,64.4863626565,67.8965105595
188,83.0755598567,81.4905112457,84.6606084677
189,99.7647404755,99.499562184,100.029918767
190,43.9307873668,41.5916956802,46.2698790533
191,53.9391277739,51.6322658017,56.2459897461
192,54.1413091573,51.6851885891,56.5974297256
193,39.6908256403,37.9714868834,41.4101643972
194,63.4633471765,61.5663836062,65.3603107469
195,80.3444288926,78.9627678495,81.7260899357
196,25.0136111864,23.5585079033,26.4687144694
197,49.6817884042,47.9549505851,51.4086262233
198,97.9877619463,97.333004465,98.6425194276
199,21.9444897534,20.3372756237,23.5517038831
200,41.1006078056,38.9063944647,43.2948211464
201,59.1403989796,57.0093828314,61.2714151278
202,13.7919605042,12.6479380393,14.935982969
203,36.2448778984,34.4494305763,38.0403252204
204,82.3268815973,80.7887575269,83.8650056677
205,5.04449845735,4.53627040814,5.55272650655
206,18.8893731218,17.6172538063,20.1614924373
207,87.5737699208,86.4023338983,88.7452059433
208,3.55450433911,2.95854502216,4.15046365606
209,18.2493265882,16.9569758319,19.5416773446
210,60.9957111025,59.0670895297,62.9243326753
211,1.71183058607,1.40974823146,2.01391294068
212,10.1517359414,9.19820250052,11.1052693823
213,72.9345460729,71.0017883903,74.8673037554
214,0.6029677329,0.503771449652,0.702164016148
215,3.57682999645,3.15921365259,3.99444634031
216,52.0255281864,50.2866196404,53.7644367325
