Scenario,Average,CI-L,CI-H
115,27.6391351204,27.27965247,27.9986177709
116,25.5029407298,24.9595849284,26.0462965312
117,6.10640464511,5.68596501015,6.52684428008
118,27.7499818292,27.4373218533,28.062641805
119,27.687453961,27.318912155,28.055995767
120,12.6431562144,12.1066945517,13.1796178771
121,27.7785442899,27.4462886749,28.1107999049
122,27.7881773553,27.4440581665,28.1322965442
123,14.2208380108,13.651381773,14.7902942486
124,27.7623798204,27.4205153248,28.1042443159
125,27.7185140607,27.369873402,28.0671547194
126,16.2216403873,15.8045900278,16.6386907467
127,13.9287494851,13.3089455121,14.5485534582
128,13.957274861,13.3870828079,14.5274669141
129,14.0405818131,13.470853831,14.6103097952
130,8.67758895196,8.15063254892,9.20454535501
131,8.84071445185,8.33743555402,9.34399334969
132,8.35664004963,7.82254649758,8.89073360167
133,3.47002922597,3.44009495755,3.49996349439
134,3.47002922597,3.44009495755,3.49996349439
135,3.47002922597,3.44009495755,3.49996349439
136,15.6276184587,14.9079566858,16.3472802316
137,13.3951921439,12.7981923651,13.9921919228
138,13.4308608937,12.8989834084,13.9627383789
139,13.9676823346,13.3376613038,14.5977033655
140,10.0799960666,9.48393235829,10.6760597749
141,7.73268951198,7.2862146313,8.17916439266
142,14.0581078857,13.5232828361,14.5929329353
143,8.02454275446,7.54321625774,8.50586925117
144,3.48748520654,3.44311455704,3.53185585605
145,23.0606701758,22.4664853174,23.6548550343
146,16.7752895617,16.0313562931,17.5192228303
147,11.8403744561,11.3595754967,12.3211734154
148,23.8748780891,23.2758370399,24.4739191383
149,17.1812931908,16.5328613053,17.8297250764
150,6.94044193795,6.51480970042,7.36607417548
151,25.4019405923,24.8264023238,25.9774788608
152,18.5662043271,17.8290546008,19.3033540533
153,3.75867112019,3.62491110868,3.8924311317
154,26.9418958001,26.5526448226,27.3311467777
155,23.6565504629,23.0252525786,24.2878483472
156,11.3013369942,10.6825525461,11.9201214424
157,27.4278275138,27.0111331877,27.8445218399
158,25.1555748951,24.6663967572,25.6447530329
159,7.74694890679,7.23749074214,8.25640707144
160,27.8172596864,27.4844165405,28.1501028323
161,25.6659285392,25.122602472,26.2092546064
162,6.51912363769,6.02115416088,7.01709311451
163,27.7065428548,27.3803207397,28.0327649699
164,27.2124647104,26.8352633931,27.5896660277
165,13.0085006178,12.3898258477,13.6271753878
166,27.7692850307,27.4413418891,28.0972281722
167,27.56817398,27.2321826646,27.9041652954
168,13.5863624895,13.0415837889,14.1311411902
169,27.7623798204,27.4205153248,28.1042443159
170,27.8454780867,27.4960927953,28.1948633782
171,16.8323162278,16.3920153747,17.2726170808
172,20.9258328874,20.2503616001,21.6013041746
173,20.9712874328,20.2980240239,21.6445508418
174,21.0167419783,20.3458978958,21.6875860608
175,14.0705822467,13.4790949792,14.6620695142
176,13.5110630828,12.9560496253,14.0660765402
177,13.9573133078,13.3657746289,14.5488519867
178,3.47002922597,3.44009495755,3.49996349439
179,3.47002922597,3.44009495755,3.49996349439
180,3.47002922597,3.44009495755,3.49996349439
181,19.4474628107,18.8119237233,20.0830018981
182,19.4345147596,18.7708296047,20.0981999144
183,20.3062230797,19.6604016266,20.9520445329
184,15.7263195537,15.1322511403,16.3203879671
185,13.6476975037,12.9933804455,14.3020145619
186,13.2918192979,12.7139566737,13.869681922
187,14.5749536093,14.0162274707,15.1336797479
188,9.38229226039,8.85603752083,9.90854699996
189,3.54225607911,3.44962785066,3.63488430755
190,22.7728755393,22.1140283432,23.4317227353
191,20.2166832352,19.5311525324,20.902213938
192,19.0155926404,18.3256471856,19.7055380953
193,23.2129447518,22.5679729083,23.8579165953
194,17.3816989623,16.7663074115,17.9970905131
195,11.7054324553,11.1536490821,12.2572158285
196,25.2938976614,24.7043771807,25.8834181422
197,19.4092832132,18.7227878604,20.095778566
198,4.22696029898,4.01128836344,4.44263223452
199,26.4777526706,26.0207989977,26.9347063435
200,23.7126791034,23.1023090728,24.323049134
201,17.9565779849,17.2676778337,18.6454781361
202,27.1506087564,26.7340673993,27.5671501135
203,24.268079517,23.6796947904,24.8564642437
204,11.2719368241,10.6246264061,11.9192472422
205,27.7293464493,27.3597698906,28.098923008
206,26.2773439325,25.7993370937,26.7553507712
207,7.91321568275,7.45160379734,8.37482756816
208,27.487969046,27.2175016249,27.758436467
209,27.0640292796,26.6886377641,27.439420795
210,18.0673713408,17.3234949133,18.8112477683
211,27.6940371363,27.3968796975,27.9911945752
212,27.548175751,27.1543020129,27.942049489
213,13.9020038996,13.1797037453,14.624304054
214,27.7623798204,27.4205153248,28.1042443159
215,27.7970695575,27.4365198254,28.1576192896
216,18.0341695281,17.4263815333,18.6419575229
